# the excluded, use_AGN is True, use_composite is False
plateifu ra dec z psf mangaid BPT_x BPT_y EW_Ha is_limit 
8615-12701 319.38957509 -0.134736114396 0.057472 2.55354 1-179900 -0.36675238609313965 -0.5498427152633667 25.598424911499023 0 
8615-1902 319.751163159 -0.963991563033 0.0195093 2.56173 1-179561 -0.40404340624809265 -0.24462607502937317 35.80485916137695 0 
8615-6103 320.166227919 1.11735037898 0.0360402 2.52915 1-179981 -0.2672592103481293 -0.27728980779647827 4.668208122253418 0 
8615-6104 319.901867923 0.704249718837 0.0346836 2.45868 1-179947 0.26376819610595703 0.5062500238418579 1.0825424194335938 0 
8615-12702 320.159441713 1.04727722221 0.0207444 2.49839 1-596218 -0.48244649171829224 -0.44676321744918823 14.605419158935547 0 
8615-3701 321.00791167 -0.366323610281 0.0618072 2.48842 1-550901 -0.22175563871860504 0.18299897015094757 25.707000732421875 0 
8615-3703 320.82641 1.25498 0.0182092 2.54156 1-180028 -0.41337963938713074 -0.6314334273338318 46.900718688964844 0 
8615-9101 319.919751556 0.120941045034 0.033224 2.53104 1-179556 -0.21086375415325165 -0.06665334105491638 4.890520095825195 0 
8615-9102 321.474041874 0.416058767769 0.0317398 2.47207 1-180039 -0.30655980110168457 -0.35907411575317383 5.431684494018555 0 
8626-12704 263.755218506 57.0524330139 0.0472323 2.43505 1-24423 -1.2923057079315186 0.7686522603034973 1314.931640625 0 
8626-3703 264.662544833 56.8242436544 0.0294194 2.52352 1-24440 -0.4392380714416504 -0.48320457339286804 44.1666145324707 0 
8626-3702 261.721224401 56.8488006459 0.027777 2.54549 1-24371 -0.44685378670692444 -0.5134649276733398 19.695486068725586 0 
8626-12701 263.525272316 56.7996126548 0.0292576 2.48383 1-24425 -0.19903898239135742 0.390889436006546 2.0379083156585693 0 
8626-6104 263.033161018 56.8787475343 0.0281076 2.52852 1-24416 0.1703207641839981 0.6509692072868347 0.8953607678413391 0 
8626-12703 265.108775133 56.7012509205 0.0692767 2.5107 1-24482 -0.28958386182785034 -0.2555694878101349 14.203573226928711 0 
8626-1902 264.84079 56.56707 0.0818277 2.46308 1-24246 -0.2742548882961273 -0.28173381090164185 6.685181140899658 0 
8626-9101 262.468323287 56.8263130659 0.0301097 2.58169 1-24407 -0.3795827329158783 -0.43916773796081543 5.889372825622559 0 
8626-6103 262.686906258 56.351977958 0.0303248 2.57539 1-24293 0.15480446815490723 0.7705354690551758 1.026261568069458 0 
8626-6102 263.173114796 56.1170312777 0.0626089 2.56412 1-24279 -0.2705973982810974 -0.07043646275997162 3.79142689704895 0 
8626-12702 263.205362118 56.9012700515 0.0293613 2.42441 1-634795 -0.31078624725341797 -0.5182368755340576 27.266048431396484 0 
8626-3701 262.676367224 56.6393873391 0.0293879 2.581 1-24295 0.13949446380138397 0.499534010887146 0.6875033378601074 0 
8616-1901 322.040886836 1.14109407639 0.0145593 2.60251 1-180286 -0.6029815077781677 -0.11535105854272842 25.425830841064453 0 
8616-6102 322.44927834 0.396249358221 0.030455 2.53832 1-289868 -0.6871014833450317 0.08341940492391586 25.167232513427734 0 
8616-6104 322.980530704 0.213766757431 0.0539881 2.5187 1-180334 -0.2566782832145691 0.07950945198535919 6.431734561920166 0 
8616-1902 322.302154005 -0.621758126194 0.0301788 2.52383 1-180208 0.10936549305915833 0.4859714210033417 2.1014814376831055 0 
8616-9101 322.90884517 -0.60820479396 0.0915811 2.52876 1-180514 -0.25037625432014465 -0.2592039108276367 10.092543601989746 0 
8616-6101 322.305753511 -0.523914217837 0.0300125 2.50922 1-180168 0.081458680331707 0.4993508756160736 0.6913855671882629 0 
8616-3703 322.510226454 0.464198663396 0.135063 2.5606 1-180308 -0.37588009238243103 -0.6399411559104919 14.709403991699219 0 
8616-12704 323.174007207 -0.127839589249 0.0500268 2.50767 1-635647 0.1466647982597351 0.5905711650848389 1.4632805585861206 0 
8616-12702 322.306045964 -0.294765358572 0.0305366 2.63928 1-289846 0.12910059094429016 0.6848587989807129 1.2288378477096558 0 
8616-9102 322.749438763 -0.000594045256683 0.0301352 2.51205 1-180135 -0.5106675624847412 -0.7628127932548523 28.533447265625 0 
8616-12701 322.253154429 0.182613494027 0.133437 2.57593 1-180298 -0.5686057806015015 -0.24572762846946716 0.2660806477069855 0 
8616-6103 322.21233944 1.25826960177 0.0496089 2.6473 1-289864 0.48273107409477234 0.4464406371116638 0.534355640411377 0 
8655-6101 358.094461941 -0.628759880529 0.0226332 2.35352 1-29792 -0.5817922353744507 0.22070647776126862 17.774633407592773 0 
8655-9102 358.221930841 -0.382447349138 0.0447689 2.32145 1-29811 -0.4869827926158905 -0.49602746963500977 25.33338165283203 0 
8655-6102 358.066037768 0.102962333894 0.0229478 2.30938 1-29917 -0.7796913385391235 0.1646845042705536 24.709346771240234 0 
8655-12701 356.092469402 0.0963688739824 0.0221523 2.40617 1-29749 -0.3960999846458435 -0.27816537022590637 4.787476062774658 0 
8655-9101 356.53702356 1.03033424423 0.0925906 2.40184 1-29851 0.40757179260253906 0.4438076615333557 0.629481852054596 0 
8655-1901 355.983164831 0.218054170333 0.022108 2.46561 1-29748 0.23810990154743195 0.5051617622375488 0.47891199588775635 0 
8655-12702 356.270288778 -0.270886747269 0.0229224 2.43982 1-29843 -0.47552573680877686 -0.4882521331310272 16.63794708251953 0 
8655-6103 355.825110967 0.442474636753 0.0371805 2.55825 1-29728 -0.17877428233623505 0.6655110716819763 3.1333682537078857 0 
8655-12705 357.651747574 -1.12808991462 0.0452238 2.40824 1-29799 -0.16198015213012695 0.15340259671211243 3.6094820499420166 0 
8655-3704 357.54330799 -1.01686396913 0.0226556 2.39301 1-204551 -0.5380311012268066 -0.3279295265674591 27.05516815185547 0 
8655-3701 356.751827964 -0.447387404322 0.0711797 2.44135 1-29512 -0.19406108558177948 -0.39339789748191833 26.82246208190918 0 
8655-1902 358.468819087 -0.0987309075214 0.0219618 2.37996 1-29809 0.12023667246103287 -0.06000051274895668 2.6929147243499756 0 
8655-12704 356.805709913 -0.480166160074 0.0380011 2.41313 1-637825 -0.41902273893356323 -0.6545110940933228 8.939518928527832 0 
8655-12703 357.223131022 0.642192413136 0.0375772 2.45075 1-29874 -0.6745065450668335 0.06441682577133179 19.160385131835938 0 
7960-1902 257.567925509 32.2401129222 0.0363584 2.41167 1-177617 0.4218282997608185 -0.15904295444488525 0.19912642240524292 0 
7960-3702 258.289350795 31.5820433165 0.0295799 2.42612 1-177528 -0.006738719064742327 0.0946367084980011 1.6956833600997925 0 
7960-3704 258.807856874 31.3894706707 0.0239571 2.46088 1-177533 -0.8242905139923096 0.2801492214202881 32.505615234375 0 
7960-3701 257.085762619 31.7469152793 0.108119 2.47796 1-177493 0.17305584251880646 0.5915117263793945 1.4389986991882324 0 
7960-3703 259.183519785 32.8062648984 0.0405781 2.36211 1-547295 -0.39714106917381287 0.032205089926719666 24.388944625854492 0 
7960-12701 257.138837223 31.8056435337 0.0315166 2.41981 1-177626 -0.13505159318447113 -0.1282857060432434 3.181842803955078 0 
7960-6102 258.89242 31.52951 0.0229439 2.46008 1-178157 -0.6165754795074463 -0.3256952166557312 19.433732986450195 0 
7960-6103 258.226225318 32.7865800599 0.0379607 2.41671 1-177763 -0.4263840615749359 -0.4654403626918793 31.11349868774414 0 
9185-3704 257.532896417 32.294166029 0.0296497 2.45374 1-561017 -0.24593718349933624 -0.17217180132865906 3.6485722064971924 0 
7960-9101 259.206451327 31.7557527858 0.0236864 2.46442 1-547621 -0.5011906623840332 -0.2401694655418396 8.738759994506836 0 
7960-6101 258.798899463 31.1282239365 0.022468 2.39945 1-177529 -0.6181502938270569 -0.15407857298851013 21.679447174072266 0 
7960-12704 259.044306887 31.7923079272 0.0228699 2.33658 1-177542 -0.44711965322494507 -0.6114468574523926 25.276683807373047 0 
7960-12705 258.65021268 30.7335347099 0.0295939 2.47726 1-178130 -0.36960726976394653 -0.6936648488044739 21.053482055664062 0 
7960-12703 259.228308542 31.5275481369 0.024753 2.44056 1-178170 -0.44848954677581787 -0.6992200016975403 16.261686325073242 0 
8623-6104 311.780971186 0.300460704411 0.0964825 2.36915 1-190574 -0.36682137846946716 -0.5773665904998779 23.53489875793457 0 
8623-6102 311.658778146 0.339357846417 0.0126345 2.30731 1-178824 -0.013793837279081345 0.22599254548549652 0.9125171899795532 0 
8623-12701 311.401730212 0.510493860872 0.0134866 2.17301 1-178812 -0.9358863234519958 0.1314513087272644 12.20827579498291 0 
8623-1902 312.023611118 0.0688413906757 0.0246917 2.36483 1-178838 -0.043540969491004944 0.3349451720714569 1.6602323055267334 0 
8623-6103 310.447217044 1.21310258594 0.0709877 2.37728 1-178695 0.05998368561267853 0.48538604378700256 0.7003222107887268 0 
8623-12704 311.829452336 0.320794803727 0.0140106 2.38296 1-178828 0.10700974613428116 0.48154962062835693 2.0610578060150146 0 
8623-12705 311.455974655 0.674765395953 0.0273421 2.43287 1-190560 -0.7716660499572754 0.15858988463878632 14.874246597290039 0 
8623-3701 310.450014189 -0.468315984158 0.0269389 2.29304 1-178782 0.21607832610607147 0.5547406673431396 0.8623908162117004 0 
8623-9102 311.763804801 0.436777870611 0.0125694 2.30173 1-178823 -0.022250760346651077 -0.03580046445131302 1.0204163789749146 0 
8623-3702 310.372774656 0.132255039507 0.026936 2.40473 1-178790 -0.24196311831474304 0.21506530046463013 2.420748233795166 0 
8623-6101 310.579212579 -0.925181580813 0.0849314 2.40295 1-178601 0.060932572931051254 0.2964966893196106 2.430093765258789 0 
8623-3704 311.864592871 -0.310345701592 0.0534506 2.35544 1-205502 -0.447903573513031 -0.533857524394989 8.775650024414062 0 
8623-9101 311.347364242 0.492528629548 0.013354 2.40293 1-178698 -0.4191320538520813 -0.26186028122901917 9.143587112426758 0 
8623-12703 309.98326 0.97615 0.0521779 2.38933 1-178686 -0.45576491951942444 -0.6822004318237305 9.520732879638672 0 
8623-12702 310.217078243 0.652804433245 0.0267675 2.38436 1-635285 -0.36953896284103394 -0.3324798047542572 7.1795525550842285 0 
7968-12701 322.94947 -1.03917 0.0515473 2.54507 1-180513 -0.37849441170692444 -0.4004877209663391 5.901238441467285 0 
7968-1901 322.451923884 -0.313554702629 0.0299319 2.50431 1-180163 -0.061422526836395264 0.37025320529937744 1.6145617961883545 0 
7968-1902 323.033873837 0.609774317837 0.0497485 2.49233 1-180540 -0.38251715898513794 -0.6623544692993164 24.97529411315918 0 
7968-3704 322.607871606 -0.474520756087 0.019894 2.51846 1-635629 -0.43588292598724365 -0.593795895576477 32.55687713623047 0 
7968-12704 324.259880754 0.428240426133 0.0509252 2.47364 1-180621 0.03335421159863472 0.3810214698314667 3.1595990657806396 0 
7968-3701 322.213310988 -1.07011823351 0.0515439 2.56763 1-180204 -0.33613166213035583 -0.22614707052707672 8.596060752868652 0 
7968-6101 323.761836824 -0.170835077873 0.0508988 2.45011 1-180472 -0.25352683663368225 -0.22161240875720978 4.764319896697998 0 
7968-6102 323.178626083 0.771349187347 0.119631 2.51142 1-180537 0.08446173369884491 0.39949604868888855 2.5945842266082764 0 
7968-3702 322.672648547 1.00593440858 0.0357922 2.44376 1-180337 -0.7909805774688721 0.023068081587553024 10.615684509277344 0 
7968-9101 322.37074 -0.219591 0.0498216 2.50705 1-180172 -0.24419160187244415 -0.16688793897628784 5.048476219177246 0 
7968-9102 323.751629512 -0.511444352259 0.030156 2.51071 1-180080 -0.018790967762470245 0.5461969375610352 1.5422134399414062 0 
7968-12702 322.92881198 0.357835222133 0.0298638 2.44746 1-180336 -0.33659228682518005 -0.4095565974712372 5.0423078536987305 0 
8567-9101 119.284483439 47.7656374167 0.0228162 2.56652 1-351506 -0.7579848766326904 0.09555814415216446 17.439708709716797 0 
8567-9102 119.520944232 49.4179395209 0.0585982 2.55418 1-351622 -0.4214833378791809 -0.5652698278427124 14.565402030944824 0 
8567-6101 119.145123564 47.5638513288 0.0691559 2.62291 1-351538 -0.31026163697242737 -0.4177546501159668 7.41217041015625 0 
8567-12701 119.25776011 49.5673728539 0.0116837 2.52666 1-351614 -0.46123674511909485 -0.7975513339042664 23.689176559448242 0 
8567-3701 118.10650806 47.7779786348 0.0307532 2.60287 1-351566 -0.3968617916107178 -0.5907447338104248 9.318458557128906 0 
8567-6102 119.315453104 47.8030370862 0.0227374 2.53723 1-351511 -0.8874801397323608 0.24935244023799896 36.31987380981445 0 
8567-12703 118.328694856 50.1855392772 0.0182694 2.57341 1-378715 -0.45628342032432556 -0.36063331365585327 14.627950668334961 0 
8567-12704 118.11969757 49.8387078559 0.0216588 2.49307 1-378681 -0.40312859416007996 -0.34521591663360596 6.525737762451172 0 
8567-1902 118.574831205 49.7995147266 0.0554277 2.43331 1-351596 -0.42105960845947266 -0.42401912808418274 15.731164932250977 0 
8567-6103 118.85585368 48.4384160642 0.0219693 2.53737 1-548199 -0.3731233775615692 -0.6150034070014954 31.576194763183594 0 
8156-3703 56.4896580952 -0.0209215155287 0.0376103 2.50578 1-38787 -0.43171989917755127 -0.49730491638183594 44.322383880615234 0 
8156-12704 55.26554872 -0.0312336790059 0.0366277 2.5445 1-205845 0.06666960567235947 0.038604848086833954 2.2371082305908203 0 
8156-6102 55.8082035277 -1.01869728676 0.0367145 2.55601 1-604153 0.17843590676784515 0.8255301117897034 0.8760520219802856 0 
8156-9102 56.3891521567 -1.04690320706 0.0365299 2.54293 1-38775 -0.5853807926177979 -0.125594824552536 23.916101455688477 0 
8156-12701 54.3895928174 0.144233407811 0.0480771 2.61306 1-38770 -0.4897213578224182 0.03253036364912987 7.033852577209473 0 
8156-12702 54.8917856748 -0.511959862583 0.0258558 2.47164 1-38856 -0.4787556827068329 -0.21805746853351593 8.623621940612793 0 
8156-9101 56.4251416467 -0.378460418812 0.10932 2.57554 1-109493 0.18221914768218994 0.41967418789863586 0.8313483595848083 0 
8156-3701 55.5922982029 -0.583196462725 0.0523909 2.56758 1-38819 -0.6166110634803772 -0.09336637705564499 49.94093322753906 0 
8156-12705 55.5520135321 -0.354380936843 0.0253377 2.54674 1-38822 -0.7482849955558777 0.06125548481941223 32.559165954589844 0 
8156-6104 56.1105615147 -0.303872199799 0.0367456 2.59934 1-38798 0.15638381242752075 0.08458790183067322 0.5532180070877075 0 
8156-3702 54.0890115185 0.186890961787 0.0241572 2.60562 1-38887 -0.6405187845230103 -0.03872973844408989 36.50830078125 0 
8156-12703 54.7363779924 0.917886256261 0.0417053 2.62336 1-38894 -0.5644301176071167 -0.17076802253723145 29.208850860595703 0 
8077-1902 41.6857515758 0.369536241384 0.0438923 2.44241 1-37039 0.034196704626083374 -0.48266932368278503 0.2113381326198578 0 
8077-12703 41.8404859495 -0.462490551761 0.0751583 2.53629 1-36925 -0.03530418127775192 0.30564171075820923 1.6952399015426636 0 
8077-3701 41.4931915999 -0.449181093753 0.0289556 2.4843 1-36977 0.20755082368850708 0.5610178709030151 1.2193512916564941 0 
8077-12705 41.694639931 -0.728826852116 0.0438592 2.55858 1-109081 -0.28132471442222595 -0.279131144285202 6.521612167358398 0 
8077-3704 42.1984450083 -0.10918489701 0.0246723 2.53153 1-37068 -0.2902114987373352 -0.45212140679359436 8.55048942565918 0 
8077-3702 41.8463658412 0.05875669652 0.0247818 2.54243 1-37062 -0.3446734845638275 -0.5833188891410828 21.071361541748047 0 
8077-6104 42.0327818599 -0.752315928466 0.0457756 2.52415 1-36919 -0.4126121699810028 -0.5215831995010376 10.966633796691895 0 
8077-9101 41.6431103101 -0.843537381902 0.042869 2.4648 1-36945 -0.2570987343788147 -0.2728789150714874 9.253050804138184 0 
8077-9102 42.142438677 -0.549874110229 0.0245043 2.55765 1-36923 -0.6692412495613098 0.010144582949578762 31.47035026550293 0 
8077-12701 40.4863736549 -1.03059236972 0.0439803 2.83438 1-36645 -0.4632627069950104 -0.5232349634170532 14.768141746520996 0 
8077-6102 40.5568647331 0.3829490791 0.0220271 2.55322 1-36833 -0.4866887032985687 -0.3686104118824005 36.97145462036133 0 
8077-12704 41.2805684533 0.950165001317 0.024507 2.52857 1-37018 -0.23929911851882935 -0.2380397766828537 2.8842105865478516 0 
8077-12702 40.9690483092 0.152646263184 0.0273106 2.66514 1-36849 -0.41459837555885315 -0.3455701768398285 11.023646354675293 0 
8077-6101 41.6999087151 0.421577106474 0.0282739 2.5105 1-37036 0.05498778447508812 0.6479994654655457 2.0552828311920166 0 
8078-1901 41.3609282489 0.91013274057 0.0249702 2.54864 1-109112 0.1465558558702469 -0.14063763618469238 0.14947225153446198 0 
8078-6102 42.5327611629 -0.266960497214 0.0290844 2.5001 1-36890 0.19439831376075745 0.5215420722961426 0.9071638584136963 0 
8078-1902 42.2169259383 -0.524053160567 0.0246344 2.51716 1-109167 0.11827962100505829 0.3545241057872772 1.2844241857528687 0 
8078-3702 42.0923363863 0.98646544284 0.0273941 2.53161 1-37079 -0.3886741101741791 -0.32735851407051086 4.787389755249023 0 
8078-6103 42.4165410114 -0.0698507357271 0.0282334 2.47231 1-37213 -0.1340000331401825 -0.09207815676927567 2.6597869396209717 0 
8078-3701 42.416649866 -0.636905831744 0.0244203 2.36079 1-36899 -0.5268933773040771 -0.3243940770626068 12.394989013671875 0 
8078-12705 42.27915 -0.90221 0.0249439 2.40105 1-36897 -0.46225422620773315 -0.28921443223953247 13.444580078125 0 
8078-3703 42.3874325272 -0.784442553068 0.0236987 2.46709 1-36880 -0.6997906565666199 -0.011557050980627537 53.58129119873047 0 
8078-3704 42.2280037733 -0.966787630477 0.023073 2.48973 1-36892 -0.47896185517311096 -0.2700362801551819 18.23357391357422 0 
8078-6104 42.7394299674 0.369408313151 0.0442102 2.55847 1-37084 -0.2188929319381714 -0.3736925423145294 48.788753509521484 0 
8078-9101 42.3974310935 -0.723676197278 0.0218904 2.52307 1-36905 -0.6088025569915771 0.019130710512399673 21.453367233276367 0 
8078-9102 42.5421244387 -0.867115967443 0.0231851 2.36769 1-36878 -0.4254007041454315 -0.5861741304397583 18.586938858032227 0 
8078-12704 42.1567757009 -0.554292603774 0.0435882 2.51605 1-109073 -0.48592856526374817 -0.3669753670692444 12.46882152557373 0 
8078-12701 40.8804658761 0.306821500727 0.0266695 2.47081 1-36832 0.1594189554452896 0.4279305338859558 1.9761180877685547 0 
8078-12703 42.5702667337 0.0919901487903 0.0280766 2.54303 1-37211 0.06770821660757065 0.40699321031570435 1.4444971084594727 0 
8078-12702 41.5140448729 0.22455852541 0.0355509 2.43717 1-202377 -0.5116915702819824 -0.22344554960727692 9.366456985473633 0 
8078-6101 42.3180767201 -0.774108962905 0.137576 2.49389 1-36877 0.18461301922798157 -0.10970286279916763 0.9828661680221558 0 
8086-3704 57.1736103494 -0.651000283449 0.040191 2.58159 1-229021 -0.4258822500705719 -0.6070400476455688 18.822864532470703 0 
8086-6102 57.1259663512 -0.569296631478 0.0404618 2.48783 1-229015 -0.4241023063659668 -0.4996129870414734 14.838762283325195 0 
