# the excluded, use_AGN is True, use_composite is False
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
8950-9101 193.444434851 27.3859420784 1-456821 -0.4958083927631378 -0.5789358615875244 14.46800422668457 0 0 
8950-12701 192.356451251 26.7864476354 1-455684 -0.2704218924045563 -0.504758894443512 15.192227363586426 0 0 
8931-12702 192.764944171 27.3699662435 1-622911 -0.3602529466152191 -0.5400347709655762 25.182289123535156 0 0 
8931-12701 192.888619916 26.7698256527 1-455661 -0.490468829870224 -0.5974382162094116 20.31229591369629 0 0 
8931-9101 193.073835675 27.085552231 1-455633 -0.12988366186618805 -0.19374020397663116 8.183942794799805 0 0 
8931-6104 194.299822629 27.1033454667 1-456355 -0.3053644895553589 -0.2604357600212097 3.144256114959717 0 0 
8931-3703 194.84645404 28.4886571078 1-404231 -0.4980143904685974 -0.6519854068756104 20.422882080078125 0 0 
8933-12703 196.302144249 28.1524314734 1-457198 -0.23899610340595245 0.32715946435928345 0.14156772196292877 0 0 
8933-12702 194.007294111 26.756639115 1-456320 0.1274937391281128 -0.0701235979795456 0.12002166360616684 0 0 
8933-12701 194.144334079 26.4551733355 1-456759 -0.36336660385131836 -0.33546099066734314 11.943739891052246 0 0 
8933-12704 194.109595216 27.7272602087 1-456769 -0.659978985786438 0.621526300907135 0.09406271576881409 0 0 
8933-3704 195.33049907 27.8604631663 1-457130 -0.4071003198623657 -0.5541032552719116 3.8834614753723145 0 0 
8933-6104 195.289317739 28.0331075167 1-456947 -0.2531880736351013 -0.19818346202373505 0.27678078413009644 0 0 
8933-1901 194.769340457 27.9109993819 1-456590 0.5201132893562317 0.2816865146160126 0.45550093054771423 0 0 
9029-12705 247.579418669 41.1020792928 1-135078 0.1393919736146927 0.2918485999107361 0.9815413951873779 0 0 
9029-3702 247.114855378 41.1610029708 1-135091 0.0674876943230629 -0.06169905140995979 0.8087786436080933 0 0 
9029-12702 247.251721144 41.2842648761 1-135093 -0.4651346802711487 -0.6920498013496399 14.929362297058105 0 0 
9029-1902 246.487237926 41.5220653861 1-135239 -0.29698362946510315 -0.6755411624908447 28.922908782958984 0 0 
9029-9102 246.855144495 42.6797142778 1-633969 0.2860148549079895 0.4774702191352844 0.9370771646499634 0 0 
9029-12704 247.21695308 42.8120113452 1-135285 0.11708161234855652 0.3012601137161255 2.379751682281494 0 0 
9029-9101 247.476832176 41.6045233565 1-569178 0.032335199415683746 0.47764337062835693 1.478325366973877 0 0 
9029-12701 247.6627 41.2105 1-135072 -0.22940102219581604 -0.01741938851773739 3.685380220413208 0 0 
9029-6104 247.216030793 42.766888444 1-134695 -0.31411653757095337 -0.38937443494796753 6.42944860458374 0 0 
9029-6102 246.392914881 41.6813939003 1-594453 -0.4454050660133362 -0.4147208333015442 17.290918350219727 0 0 
9029-6103 246.704385548 42.6788992075 1-135227 -0.36148110032081604 -0.506751298904419 6.875074863433838 0 0 
9042-6101 232.551073651 27.1341167912 1-375134 -0.28225767612457275 -0.27501195669174194 4.498725414276123 0 0 
9042-6102 233.840977841 27.124639923 1-375053 -0.3529606759548187 -0.06902122497558594 37.33106994628906 0 0 
9042-6103 232.158403728 28.3332857268 1-375009 -0.2165336012840271 0.08480316400527954 2.204657793045044 0 0 
9042-12705 235.023897879 28.0804506595 1-316865 0.1300196796655655 0.30885612964630127 0.6303581595420837 0 0 
9042-9102 235.032076794 28.1522645521 1-549071 -0.13110768795013428 0.01111139077693224 3.0210037231445312 0 0 
9042-12703 235.152678619 28.5124355207 1-316872 -0.33868926763534546 -0.5539947748184204 13.216351509094238 0 0 
9042-12702 232.096990969 28.2294709688 1-375213 -0.3305714726448059 -0.4168393313884735 10.761554718017578 0 0 
9042-12701 232.433422253 27.1119839323 1-375129 -0.44213104248046875 -0.3604612350463867 20.19835662841797 0 0 
9042-1901 233.186449362 28.0631382566 1-375364 0.199604794383049 0.29947593808174133 0.2994704246520996 0 0 
9042-1902 233.422806078 28.1454829045 34-28 -0.43955400586128235 -0.3474118709564209 23.071578979492188 0 0 
9042-9101 233.194091082 28.3670695875 1-316402 -0.3026431202888489 -0.023611217737197876 8.084632873535156 0 0 
9026-3702 249.258211407 44.3356049614 1-94786 0.1794036328792572 0.6056461334228516 0.7935971617698669 0 0 
9026-3701 250.162666154 43.3460878581 1-94584 -0.6320474147796631 0.062084320932626724 82.28902435302734 0 0 
9026-3703 249.344353233 44.3471229154 1-94783 -0.47959449887275696 -0.8291192650794983 30.212459564208984 0 0 
9026-12703 249.838946627 45.0992039766 1-568997 -0.38836729526519775 -0.5605108737945557 8.082021713256836 0 0 
9026-12702 249.525082478 43.8261181472 1-94748 -0.5007064342498779 -0.5403046607971191 21.051475524902344 0 0 
9026-12705 251.458488506 43.8664730917 1-94696 0.20574826002120972 0.7062157392501831 1.2898036241531372 0 0 
9026-1902 249.302427061 44.0855107086 1-94773 -0.24689769744873047 -0.03646121919155121 4.1776628494262695 0 0 
9026-3704 251.377910739 43.5816413886 1-94690 -0.30875036120414734 -0.2892914414405823 8.764336585998535 0 0 
9026-12701 249.074530943 44.1357161764 1-93793 0.11852759122848511 0.48997634649276733 1.6563462018966675 0 0 
9026-9102 250.863614089 43.353180464 1-94720 0.15425626933574677 0.434155136346817 0.633222222328186 0 0 
9026-6104 250.734618202 43.9969039082 1-94717 0.13794033229351044 0.7201989889144897 1.2187625169754028 0 0 
9026-6103 249.390916115 44.8707860731 1-94785 -0.2649073004722595 -0.0598902627825737 4.639870643615723 0 0 
9026-6102 249.85662245 44.065435551 1-94746 -0.7095930576324463 0.11920198798179626 25.376121520996094 0 0 
9026-6101 249.233992481 44.379019163 1-94794 -0.42781633138656616 -0.589253306388855 7.538107395172119 0 0 
9049-9102 248.386543199 25.9644640748 1-269982 -0.4068487584590912 -0.7466374039649963 25.581748962402344 0 0 
9049-12702 247.929085014 25.2941088954 1-295476 -0.15677541494369507 0.08833231776952744 7.03300666809082 0 0 
9049-12701 246.619645509 24.0257332973 1-295190 -0.05286242067813873 0.1910746991634369 2.961862087249756 0 0 
9049-6102 247.028385695 25.3954022234 1-295832 -0.4958656430244446 -0.4477039575576782 41.64684295654297 0 0 
9049-12704 248.042390617 26.0552030407 1-270135 -0.2290802299976349 -0.35876739025115967 12.424372673034668 0 0 
9049-3704 247.530650629 23.925957535 1-295155 -0.7115584015846252 0.10442245751619339 54.759578704833984 0 0 
9049-6104 248.46298 25.86004 1-269984 -0.2983700931072235 -0.6399363279342651 24.763002395629883 0 0 
9049-6101 247.135764945 24.721865161 1-295506 -1.1753298044204712 0.1781972348690033 27.573009490966797 0 0 
9049-9101 248.190287999 25.8579602462 1-269986 -0.2608078718185425 0.06271332502365112 2.9794986248016357 0 0 
9049-12705 247.611665545 26.0600380381 1-269630 0.14846102893352509 0.6935449242591858 1.0655750036239624 0 0 
9049-6103 248.033489061 25.6534095139 1-270005 -0.5092338919639587 -0.31863686442375183 27.121713638305664 0 0 
9049-3702 247.662330445 25.9868972517 1-269634 -0.3766213059425354 -0.3448111414909363 14.66279125213623 0 0 
9049-1902 246.805971972 25.9282474547 1-295359 -0.24240459501743317 0.07267162203788757 0.24967563152313232 0 0 
9049-3701 248.348667665 24.7765778521 1-295095 -0.24507756531238556 -0.1867513507604599 5.283950328826904 0 0 
9002-6101 222.940610073 30.2943710037 1-373191 -0.0997278168797493 0.133714497089386 2.0276715755462646 0 0 
9002-12705 223.652055801 30.6180119147 1-373102 -0.4556288421154022 -0.5841585993766785 13.79403305053711 0 0 
9002-6103 222.034919523 31.7103507107 1-373011 0.002365346532315016 0.3506354093551636 0.7586067914962769 0 0 
9002-12704 224.737195419 31.786649803 1-314817 -0.2545178532600403 -0.01000161375850439 3.02443790435791 0 0 
9002-12701 222.211849357 30.5643527667 1-373219 0.10377754271030426 0.35918551683425903 0.7980261445045471 0 0 
9002-12703 223.992874117 32.6257217102 1-314374 -0.2362239956855774 0.16726329922676086 0.9305056929588318 0 0 
9002-1901 223.612367837 30.9085092876 1-373100 -0.004127682652324438 0.5877707600593567 1.7931658029556274 0 0 
9002-1902 223.210424178 30.4270964098 1-373136 -0.8464705348014832 0.292886883020401 54.97541427612305 0 0 
9002-9102 223.710919656 30.9579986515 1-373381 -0.5532411336898804 -0.141933873295784 14.03496265411377 0 0 
9002-3704 223.406567136 31.4392754936 1-373354 -0.1557071954011917 -0.12732329964637756 2.457582950592041 0 0 
9002-9101 222.976271051 31.2801437799 1-373327 0.4272252023220062 0.38069847226142883 0.4030131697654724 0 0 
9002-3702 222.190590833 31.6870424105 1-373057 -0.2774786055088043 -0.17793089151382446 4.977714538574219 0 0 
9002-3701 222.833618691 30.6638343718 1-373175 0.1319979429244995 0.23858419060707092 0.8249714970588684 0 0 
8613-9102 254.309797546 34.0240432727 1-634328 0.17461258172988892 0.7132059335708618 2.0200603008270264 0 0 
8613-9101 254.225693246 33.9085799813 1-176402 -0.19082306325435638 0.08045720309019089 3.1895928382873535 0 0 
8613-12701 254.021313773 34.0498523927 1-560933 -0.4736703336238861 -0.8145813345909119 28.229835510253906 0 0 
8613-1902 255.290409459 33.6083487588 1-177127 -0.4191270172595978 -0.010701674036681652 34.84098815917969 0 0 
8613-1901 253.677349748 34.7286324204 1-176448 -0.045921649783849716 0.4224243462085724 1.0832175016403198 0 0 
8613-3701 254.054373844 33.590584195 1-176422 -0.01134326122701168 0.6812918186187744 1.213198184967041 0 0 
8613-3702 254.194923219 35.0481141218 1-136111 0.0768217220902443 0.20524877309799194 1.1583466529846191 0 0 
8613-6101 255.766333447 33.5431730992 1-176879 -0.4050334095954895 -0.5466551184654236 15.395527839660645 0 0 
8613-6103 253.73056533 34.7195368203 1-176444 0.18282069265842438 0.10391829162836075 0.5519720315933228 0 0 
8613-12702 254.044140212 34.836519806 1-136125 -0.009893285110592842 0.40717217326164246 1.4607805013656616 0 0 
8613-6104 254.771886776 34.3364776685 1-177145 0.17589707672595978 0.7501159906387329 0.9086630940437317 0 0 
8613-12703 256.817749023 34.8226051331 1-177270 -0.5253530144691467 -0.1853649616241455 53.969093322753906 0 0 
9036-6101 241.150984777 43.8797876113 1-210186 -0.08271712064743042 0.18362584710121155 8.235283851623535 0 0 
9031-3702 239.256899078 45.0301567614 1-209803 -0.4045764207839966 -0.29842814803123474 28.270082473754883 0 0 
9031-3703 240.226530062 45.4235651863 1-569074 -0.19946791231632233 -0.30340051651000977 11.617926597595215 0 0 
9031-3701 239.736692335 44.7643759603 1-209786 -0.09911184757947922 0.052803460508584976 1.4900083541870117 0 0 
9031-3704 239.974949776 44.7089900857 1-209772 0.19880765676498413 0.7536740303039551 1.9419360160827637 0 0 
9031-12704 241.301540035 45.4531856472 1-210020 -0.13560429215431213 0.36972343921661377 11.906843185424805 0 0 
9031-12703 242.81921762 45.1213180675 1-134620 -0.20117036998271942 0.057187456637620926 7.1522088050842285 0 0 
9031-12702 240.103442938 43.9343505678 1-209744 -0.47110164165496826 -0.4702901542186737 10.902148246765137 0 0 
9031-12701 238.948509456 44.668543326 1-209823 -0.4318150579929352 -0.5986332297325134 13.352608680725098 0 0 
9031-6103 238.933545409 45.1331710385 1-209939 -0.5352598428726196 -0.422542929649353 17.346294403076172 0 0 
9031-6104 240.585568651 44.4701755925 1-209728 -0.49101513624191284 -0.49382978677749634 23.48978042602539 0 0 
9031-6102 239.92875037 44.9087343449 1-209770 -0.45379334688186646 -0.5476845502853394 18.22503662109375 0 0 
9041-6101 235.319454056 30.1777386194 1-264108 0.14026132225990295 0.5762234926223755 1.1090866327285767 0 0 
9041-12701 236.941512144 28.6416976104 1-264513 -0.4032300114631653 -0.6183789968490601 13.748029708862305 0 0 
9041-9102 235.941918996 28.4152116397 1-633219 -0.4652211666107178 -0.5923808217048645 19.291706085205078 0 0 
9041-6102 235.869383482 29.7823288354 1-633214 -0.38607266545295715 -0.3591878414154053 28.14055824279785 0 0 
9041-6103 237.056820253 29.914978197 1-264599 0.2033577263355255 0.6111979484558105 1.2263150215148926 0 0 
9041-12702 236.389753136 30.1474062658 1-264059 -0.32783082127571106 -0.4118594229221344 6.803186893463135 0 0 
9041-12703 234.679302212 30.6712885647 1-264254 -0.19837979972362518 0.17497026920318604 4.750296115875244 0 0 
9041-6104 236.755685381 30.5331724955 1-264543 -0.32212626934051514 -0.3998820185661316 24.704233169555664 0 0 
9041-9101 235.809360612 28.3568191719 1-593982 0.2837134003639221 0.48898765444755554 1.6014938354492188 0 0 
9041-12705 237.45050495 29.1712890978 1-633308 0.20319132506847382 0.12254296988248825 0.6560845971107483 0 0 
9041-3702 236.450303673 30.2024487076 1-633256 -0.45715972781181335 -0.7344324588775635 23.60574722290039 0 0 
9041-3704 235.283152429 28.891831998 1-559120 -0.0944579690694809 0.08331847190856934 2.333986282348633 0 0 
9027-3701 246.035918866 30.9524878972 1-272400 -0.28753337264060974 -0.40198877453804016 22.747648239135742 0 0 
9027-3702 245.14186338 32.9349279137 1-323886 -0.419281929731369 -0.4581735134124756 16.16044044494629 0 0 
9027-1902 246.175999716 32.0643726324 1-323766 -0.3628270924091339 0.2138792872428894 2.04140043258667 0 0 
9027-3703 246.054052035 31.8758578693 1-323764 -0.5133421421051025 -0.2338850349187851 13.591448783874512 0 0 
9027-1901 245.686628102 32.6591618473 1-323888 -0.6471068263053894 0.2817322909832001 92.66841888427734 0 0 
9027-12705 244.38849 31.57767 1-633856 -0.6889702677726746 -0.06535597145557404 11.850894927978516 0 0 
9027-12701 243.935921424 31.9639551562 1-272287 -0.3954184651374817 -0.26966726779937744 10.142254829406738 0 0 
9027-3704 246.175689774 30.7643760037 1-633947 -0.057056888937950134 0.13222245872020721 1.2856218814849854 0 0 
9027-9101 243.907395061 31.321300172 1-272321 -0.26179176568984985 -0.13236497342586517 9.522647857666016 0 0 
9027-6104 245.685828787 32.21665959 1-323774 -0.765215277671814 0.09459422528743744 23.370166778564453 0 0 
9027-9102 245.258780459 31.7556833502 1-323813 -0.6527913212776184 -0.07307358831167221 16.498476028442383 0 0 
9027-12702 243.983677316 31.4067703397 1-272315 -0.46833184361457825 -0.5628264546394348 14.858389854431152 0 0 
9027-6103 245.749499652 32.0142382813 1-323775 -0.42535191774368286 -0.6711947321891785 23.04401397705078 0 0 
9027-12703 245.402779754 30.8695636274 1-272361 -0.44715532660484314 -0.49781912565231323 35.41536331176758 0 0 
9027-6102 245.46912942 30.7878551925 1-272360 -0.5144716501235962 -0.5462270379066467 45.45994567871094 0 0 
9027-6101 245.219436043 30.4648849298 1-272080 -0.046198684722185135 0.2928297519683838 1.2535067796707153 0 0 
8553-6102 233.71260364 56.4510785715 1-90192 -0.09696737676858902 0.036401838064193726 0.9217785596847534 0 0 
8553-6104 234.960926204 57.8212228107 1-90213 0.05358784273266792 0.39249980449676514 0.8711044788360596 0 0 
8553-6103 231.50295368 56.8268193295 1-632698 0.10510636866092682 -0.13111422955989838 0.37922579050064087 0 0 
8553-9101 234.810980805 56.6708573626 1-91016 0.027499670162796974 0.07423429936170578 9.508309364318848 0 0 
8553-9102 234.541843983 57.6036530229 1-90231 -0.3162139654159546 -0.16139014065265656 17.39327049255371 0 0 
8553-12704 234.292946668 57.5762330408 1-90244 0.02279900573194027 0.3219882547855377 1.2102274894714355 0 0 
8553-12705 235.463882446 55.4678535461 1-90901 -0.38096821308135986 -0.2086060643196106 43.229820251464844 0 0 
8553-12702 233.509524302 56.685685533 1-90190 0.13027223944664001 0.7404466867446899 1.2237141132354736 0 0 
8553-12701 234.032891247 56.3653633297 1-90986 -0.4693458676338196 -0.4237307012081146 12.144535064697266 0 0 
8553-1902 234.910233377 55.3273529158 1-90685 0.06880027800798416 0.49899813532829285 0.47057148814201355 0 0 
8553-12703 235.953175089 57.2332325075 1-593985 -1.1247851848602295 0.5654904246330261 113.47783660888672 0 0 
8553-3703 235.803546244 57.4111620824 1-91010 -0.04850553721189499 0.03332003578543663 2.7076148986816406 0 0 
8553-3704 234.970352339 56.3683232909 1-91019 -0.5397251844406128 -0.09730297327041626 72.93824005126953 0 0 
8331-3704 206.017042218 43.0739759121 1-251043 -0.33333611488342285 0.008634625934064388 2.915029287338257 0 0 
8331-1902 204.586841445 42.8081951633 1-250603 -0.31013599038124084 -0.379069983959198 11.47453784942627 0 0 
8331-6104 206.296273864 42.3195133782 1-250969 -0.18295079469680786 -0.1849416345357895 3.2946102619171143 0 0 
8331-9102 204.08396698 42.0407521765 1-575737 0.26857611536979675 -0.19470007717609406 0.08651185780763626 0 0 
8331-6101 203.895344508 42.4021725079 1-250642 -0.4128643274307251 -0.5652531981468201 10.206586837768555 0 0 
8331-6102 205.918869004 41.6958237593 1-260514 -0.279887855052948 -0.32985109090805054 6.7603607177734375 0 0 
8331-12703 204.878671721 43.4672321415 1-250607 -0.7555326819419861 0.14203180372714996 27.679960250854492 0 0 
8331-3703 204.150191543 43.3733683513 1-250652 -0.4363943934440613 -0.7244797945022583 26.22591781616211 0 0 
8331-3701 204.111415015 43.0150799233 1-575738 0.37414371967315674 0.7300791144371033 1.185971975326538 0 0 
8331-12704 205.251031775 42.4314116287 1-250997 -0.18187715113162994 -0.3468272089958191 15.622851371765137 0 0 
8331-12702 204.99108268 41.3380714808 1-285916 0.169918492436409 0.4514036774635315 1.4458945989608765 0 0 
8331-1901 204.252399017 43.4255815984 1-250628 -0.4169962406158447 -0.40631771087646484 8.674059867858887 0 0 
8331-12705 206.334432527 41.3889308304 1-260534 0.22340671718120575 0.8669826984405518 1.2687569856643677 0 0 
8982-3701 202.289468822 25.7571417094 1-457523 0.24570193886756897 0.5388314723968506 1.6190340518951416 0 0 
8982-1902 201.920656754 26.0616332527 1-457547 -0.4256986081600189 -0.037313517183065414 8.330554008483887 0 0 
8982-3704 203.425607375 25.7487718849 1-457932 0.11419034004211426 0.5189002156257629 1.014117956161499 0 0 
8982-1901 202.05702837 26.4565408846 1-458044 -0.3275764584541321 -0.3216249942779541 7.983593940734863 0 0 
8982-9101 201.713650095 26.5912389132 1-457811 -0.4531136453151703 -0.04113371670246124 64.04400634765625 0 0 
